"","DT","Temp","Site"
"461",2021-12-06,49.335,"Vertical Bay Farm"
"462",2021-12-07,49.1991666666667,"Vertical Bay Farm"
"463",2021-12-08,48.64875,"Vertical Bay Farm"
"464",2021-12-09,48.3991666666667,"Vertical Bay Farm"
"465",2021-12-10,48.0404166666667,"Vertical Bay Farm"
"466",2021-12-11,48.2070833333333,"Vertical Bay Farm"
"467",2021-12-12,48.1275,"Vertical Bay Farm"
"468",2021-12-13,47.5241666666667,"Vertical Bay Farm"
"469",2021-12-14,47.5654166666667,"Vertical Bay Farm"
"470",2021-12-15,47.77875,"Vertical Bay Farm"
"471",2021-12-16,47.55625,"Vertical Bay Farm"
"472",2021-12-17,47.3191666666667,"Vertical Bay Farm"
"473",2021-12-18,47.36125,"Vertical Bay Farm"
"474",2021-12-19,47.0783333333333,"Vertical Bay Farm"
"475",2021-12-20,46.7633333333333,"Vertical Bay Farm"
"476",2021-12-21,46.62625,"Vertical Bay Farm"
"477",2021-12-22,46.02,"Vertical Bay Farm"
"478",2021-12-23,46.1229166666667,"Vertical Bay Farm"
"479",2021-12-24,46.14375,"Vertical Bay Farm"
"480",2021-12-25,46.4033333333333,"Vertical Bay Farm"
"481",2021-12-26,46.3429166666667,"Vertical Bay Farm"
"482",2021-12-27,46.5508333333333,"Vertical Bay Farm"
"483",2021-12-28,46.3658333333333,"Vertical Bay Farm"
"484",2021-12-29,46.2583333333333,"Vertical Bay Farm"
"485",2021-12-30,46.12625,"Vertical Bay Farm"
"486",2021-12-31,46.0829166666667,"Vertical Bay Farm"
"487",2022-01-01,46.04,"Vertical Bay Farm"
"488",2022-01-02,45.9729166666667,"Vertical Bay Farm"
"489",2022-01-03,45.3029166666667,"Vertical Bay Farm"
"490",2022-01-04,44.6333333333333,"Vertical Bay Farm"
"491",2022-01-05,44.3741666666667,"Vertical Bay Farm"
"492",2022-01-06,44.24875,"Vertical Bay Farm"
"493",2022-01-07,43.8729166666667,"Vertical Bay Farm"
"494",2022-01-08,43.7320833333333,"Vertical Bay Farm"
"495",2022-01-09,43.4479166666667,"Vertical Bay Farm"
"496",2022-01-10,43.0941666666667,"Vertical Bay Farm"
"497",2022-01-11,42.6654166666667,"Vertical Bay Farm"
"498",2022-01-12,42.115,"Vertical Bay Farm"
"499",2022-01-13,42.0804166666667,"Vertical Bay Farm"
"500",2022-01-14,42.2304166666667,"Vertical Bay Farm"
"501",2022-01-15,41.4366666666667,"Vertical Bay Farm"
"502",2022-01-16,40.9258333333333,"Vertical Bay Farm"
"503",2022-01-17,40.72,"Vertical Bay Farm"
"504",2022-01-18,40.6733333333333,"Vertical Bay Farm"
"505",2022-01-19,40.0929166666667,"Vertical Bay Farm"
"506",2022-01-20,40.2708333333333,"Vertical Bay Farm"
"507",2022-01-21,39.4220833333333,"Vertical Bay Farm"
"508",2022-01-22,38.8491666666667,"Vertical Bay Farm"
"509",2022-01-23,38.7458333333333,"Vertical Bay Farm"
"510",2022-01-24,38.9270833333333,"Vertical Bay Farm"
"511",2022-01-25,39.2483333333333,"Vertical Bay Farm"
"512",2022-01-26,39.2154166666667,"Vertical Bay Farm"
"513",2022-01-27,38.7070833333333,"Vertical Bay Farm"
"514",2022-01-28,38.2916666666667,"Vertical Bay Farm"
"515",2022-01-29,37.4383333333333,"Vertical Bay Farm"
"516",2022-01-30,36.75375,"Vertical Bay Farm"
"517",2022-01-31,37.0575,"Vertical Bay Farm"
"518",2022-02-01,36.9695833333333,"Vertical Bay Farm"
"519",2022-02-02,36.915,"Vertical Bay Farm"
"520",2022-02-03,36.6133333333333,"Vertical Bay Farm"
"521",2022-02-04,36.3325,"Vertical Bay Farm"
"522",2022-02-05,35.86125,"Vertical Bay Farm"
"523",2022-02-06,35.7491666666667,"Vertical Bay Farm"
"524",2022-02-07,35.4075,"Vertical Bay Farm"
"525",2022-02-08,35.545,"Vertical Bay Farm"
"526",2022-02-09,35.4829166666667,"Vertical Bay Farm"
"527",2022-02-10,35.3566666666667,"Vertical Bay Farm"
"528",2022-02-11,35.3245833333333,"Vertical Bay Farm"
"529",2022-02-12,35.4591666666667,"Vertical Bay Farm"
"530",2022-02-13,35.63875,"Vertical Bay Farm"
"531",2022-02-14,35.65125,"Vertical Bay Farm"
"532",2022-02-15,35.2533333333333,"Vertical Bay Farm"
"533",2022-02-16,35.32125,"Vertical Bay Farm"
"534",2022-02-17,35.5883333333333,"Vertical Bay Farm"
"535",2022-02-18,36.0058333333333,"Vertical Bay Farm"
"536",2022-02-19,35.8133333333333,"Vertical Bay Farm"
"537",2022-02-20,35.61125,"Vertical Bay Farm"
"538",2022-02-21,35.5820833333333,"Vertical Bay Farm"
"539",2022-02-22,35.8804166666667,"Vertical Bay Farm"
"540",2022-02-23,36.04125,"Vertical Bay Farm"
"541",2022-02-24,36.40875,"Vertical Bay Farm"
"542",2022-02-25,36.4891666666667,"Vertical Bay Farm"
"543",2022-02-26,36.17,"Vertical Bay Farm"
"544",2022-02-27,35.96375,"Vertical Bay Farm"
"545",2022-02-28,35.8541666666667,"Vertical Bay Farm"
"546",2022-03-01,36.0283333333333,"Vertical Bay Farm"
"547",2022-03-02,35.9004166666667,"Vertical Bay Farm"
"548",2022-03-03,36.15125,"Vertical Bay Farm"
"549",2022-03-04,36.3408333333333,"Vertical Bay Farm"
"550",2022-03-05,36.1770833333333,"Vertical Bay Farm"
"551",2022-03-06,36.15875,"Vertical Bay Farm"
"552",2022-03-07,36.0870833333333,"Vertical Bay Farm"
"553",2022-03-08,36.31375,"Vertical Bay Farm"
"554",2022-03-09,36.5054166666667,"Vertical Bay Farm"
"555",2022-03-10,36.7533333333333,"Vertical Bay Farm"
"556",2022-03-11,36.8920833333333,"Vertical Bay Farm"
"557",2022-03-12,37.1570833333333,"Vertical Bay Farm"
"558",2022-03-13,37.2983333333333,"Vertical Bay Farm"
"559",2022-03-14,37.0933333333333,"Vertical Bay Farm"
"560",2022-03-15,37.1041666666667,"Vertical Bay Farm"
"561",2022-03-16,37.3116666666667,"Vertical Bay Farm"
"562",2022-03-17,37.38,"Vertical Bay Farm"
"563",2022-03-18,37.4695833333333,"Vertical Bay Farm"
"564",2022-03-19,37.7141666666667,"Vertical Bay Farm"
"565",2022-03-20,37.9645833333333,"Vertical Bay Farm"
"566",2022-03-21,38.06375,"Vertical Bay Farm"
"567",2022-03-22,38.15625,"Vertical Bay Farm"
"568",2022-03-23,38.1654166666667,"Vertical Bay Farm"
"569",2022-03-24,38.21875,"Vertical Bay Farm"
"570",2022-03-25,38.34125,"Vertical Bay Farm"
"571",2022-03-26,38.4270833333333,"Vertical Bay Farm"
"572",2022-03-27,38.4983333333333,"Vertical Bay Farm"
"573",2022-03-28,38.6658333333333,"Vertical Bay Farm"
"574",2022-03-29,38.8695833333333,"Vertical Bay Farm"
"575",2022-03-30,39.0745833333333,"Vertical Bay Farm"
"576",2022-03-31,38.9708333333333,"Vertical Bay Farm"
"577",2022-04-01,38.9333333333333,"Vertical Bay Farm"
"578",2022-04-02,39.0954166666667,"Vertical Bay Farm"
"579",2022-04-03,39.1704166666667,"Vertical Bay Farm"
"580",2022-04-04,39.2829166666667,"Vertical Bay Farm"
"581",2022-04-05,39.3779166666667,"Vertical Bay Farm"
"582",2022-04-06,39.41125,"Vertical Bay Farm"
"583",2022-04-07,39.48,"Vertical Bay Farm"
"584",2022-04-08,39.8275,"Vertical Bay Farm"
"585",2022-04-09,39.9604166666667,"Vertical Bay Farm"
"586",2022-04-10,40.0116666666667,"Vertical Bay Farm"
"587",2022-04-11,39.8416666666667,"Vertical Bay Farm"
"588",2022-04-12,39.845,"Vertical Bay Farm"
"589",2022-04-13,39.9041666666667,"Vertical Bay Farm"
"590",2022-04-14,40.0204166666667,"Vertical Bay Farm"
"591",2022-04-15,40.1879166666667,"Vertical Bay Farm"
"592",2022-04-16,40.7858333333333,"Vertical Bay Farm"
"593",2022-04-17,41.0479166666667,"Vertical Bay Farm"
"594",2022-04-18,40.8791666666667,"Vertical Bay Farm"
"595",2022-04-19,41.0208333333333,"Vertical Bay Farm"
"596",2022-04-20,41.1579166666667,"Vertical Bay Farm"
"597",2022-04-21,41.2854166666667,"Vertical Bay Farm"
"598",2022-04-22,41.7004166666667,"Vertical Bay Farm"
"599",2022-04-23,41.30875,"Vertical Bay Farm"
"600",2022-04-24,41.1233333333333,"Vertical Bay Farm"
"601",2022-04-25,41.15125,"Vertical Bay Farm"
"602",2022-04-26,41.4729166666667,"Vertical Bay Farm"
"603",2022-04-27,41.6233333333333,"Vertical Bay Farm"
"604",2022-04-28,41.5454166666667,"Vertical Bay Farm"
"605",2022-04-29,41.7633333333333,"Vertical Bay Farm"
"606",2022-04-30,41.9095833333333,"Vertical Bay Farm"
"607",2022-05-01,42.0795833333333,"Vertical Bay Farm"
"608",2022-05-02,42.1845833333333,"Vertical Bay Farm"
"609",2022-05-03,42.2770833333333,"Vertical Bay Farm"
"610",2022-05-04,42.4220833333333,"Vertical Bay Farm"
"611",2022-05-05,42.4466666666667,"Vertical Bay Farm"
"612",2022-05-06,42.4645833333333,"Vertical Bay Farm"
"613",2022-05-07,42.49125,"Vertical Bay Farm"
"614",2022-05-08,42.5341666666667,"Vertical Bay Farm"
"615",2022-05-09,42.5508333333333,"Vertical Bay Farm"
"616",2022-05-10,42.5695833333333,"Vertical Bay Farm"
"617",2022-05-11,42.5711111111111,"Vertical Bay Farm"
"618",2021-08-26,58.5714285714286,"Acadia Aqua Farm"
"619",2021-08-27,57.4520833333333,"Acadia Aqua Farm"
"620",2021-08-28,56.9979166666667,"Acadia Aqua Farm"
"621",2021-08-29,56.3079166666667,"Acadia Aqua Farm"
"622",2021-08-30,56.7791666666667,"Acadia Aqua Farm"
"623",2021-08-31,56.775,"Acadia Aqua Farm"
"624",2021-09-01,56.4370833333333,"Acadia Aqua Farm"
"625",2021-09-02,57.285,"Acadia Aqua Farm"
"626",2021-09-03,55.7775,"Acadia Aqua Farm"
"627",2021-09-04,56.2058333333333,"Acadia Aqua Farm"
"628",2021-09-05,56.9391666666667,"Acadia Aqua Farm"
"629",2021-09-06,57.4204166666667,"Acadia Aqua Farm"
"630",2021-09-07,57.5529166666667,"Acadia Aqua Farm"
"631",2021-09-08,57.6804166666667,"Acadia Aqua Farm"
"632",2021-09-09,58.2041666666667,"Acadia Aqua Farm"
"633",2021-09-10,58.555,"Acadia Aqua Farm"
"634",2021-09-11,57.7641666666667,"Acadia Aqua Farm"
"635",2021-09-12,57.60875,"Acadia Aqua Farm"
"636",2021-09-13,57.84,"Acadia Aqua Farm"
"637",2021-09-14,57.3175,"Acadia Aqua Farm"
"638",2021-09-15,57.30875,"Acadia Aqua Farm"
"639",2021-09-16,58.0504166666667,"Acadia Aqua Farm"
"640",2021-09-17,57.6820833333333,"Acadia Aqua Farm"
"641",2021-09-18,57.8341666666667,"Acadia Aqua Farm"
"642",2021-09-19,57.7170833333333,"Acadia Aqua Farm"
"643",2021-09-20,57.455,"Acadia Aqua Farm"
"644",2021-09-21,57.8083333333333,"Acadia Aqua Farm"
"645",2021-09-22,58.075,"Acadia Aqua Farm"
"646",2021-09-23,58.3825,"Acadia Aqua Farm"
"647",2021-09-24,58.9133333333333,"Acadia Aqua Farm"
"648",2021-09-25,59.11375,"Acadia Aqua Farm"
"649",2021-09-26,58.7420833333333,"Acadia Aqua Farm"
"650",2021-09-27,57.72625,"Acadia Aqua Farm"
"651",2021-09-28,57.79375,"Acadia Aqua Farm"
"652",2021-09-29,57.37875,"Acadia Aqua Farm"
"653",2021-09-30,56.9345833333333,"Acadia Aqua Farm"
"654",2021-10-01,56.9008333333333,"Acadia Aqua Farm"
"655",2021-10-02,56.9458333333333,"Acadia Aqua Farm"
"656",2021-10-03,57.0420833333333,"Acadia Aqua Farm"
"657",2021-10-04,57.1358333333333,"Acadia Aqua Farm"
"658",2021-10-05,57.2479166666667,"Acadia Aqua Farm"
"659",2021-10-06,57.42,"Acadia Aqua Farm"
"660",2021-10-07,57.5658333333333,"Acadia Aqua Farm"
"661",2021-10-08,57.6091666666667,"Acadia Aqua Farm"
"662",2021-10-09,57.7920833333333,"Acadia Aqua Farm"
"663",2021-10-10,57.7395833333333,"Acadia Aqua Farm"
"664",2021-10-11,57.625,"Acadia Aqua Farm"
"665",2021-10-12,57.7325,"Acadia Aqua Farm"
"666",2021-10-13,57.7245833333333,"Acadia Aqua Farm"
"667",2021-10-14,57.7541666666667,"Acadia Aqua Farm"
"668",2021-10-15,57.8204166666667,"Acadia Aqua Farm"
"669",2021-10-16,57.80125,"Acadia Aqua Farm"
"670",2021-10-17,58.04625,"Acadia Aqua Farm"
"671",2021-10-18,58.0629166666667,"Acadia Aqua Farm"
"672",2021-10-19,57.7733333333333,"Acadia Aqua Farm"
"673",2021-10-20,57.3991666666667,"Acadia Aqua Farm"
"674",2021-10-21,57.2983333333333,"Acadia Aqua Farm"
"675",2021-10-22,57.3654166666667,"Acadia Aqua Farm"
"676",2021-10-23,57.3483333333333,"Acadia Aqua Farm"
"677",2021-10-24,57.0095833333333,"Acadia Aqua Farm"
"678",2021-10-25,56.7858333333333,"Acadia Aqua Farm"
"679",2021-10-26,56.6054166666667,"Acadia Aqua Farm"
"680",2021-10-27,56.1170833333333,"Acadia Aqua Farm"
"681",2021-10-28,55.8658333333333,"Acadia Aqua Farm"
"682",2021-10-29,55.7683333333333,"Acadia Aqua Farm"
"683",2021-10-30,55.76375,"Acadia Aqua Farm"
"684",2021-10-31,55.5183333333333,"Acadia Aqua Farm"
"685",2021-11-01,55.5083333333333,"Acadia Aqua Farm"
"686",2021-11-02,55.6070833333333,"Acadia Aqua Farm"
"687",2021-11-03,55.5395833333333,"Acadia Aqua Farm"
"688",2021-11-04,55.2270833333333,"Acadia Aqua Farm"
"689",2021-11-05,55.06875,"Acadia Aqua Farm"
"690",2021-11-06,54.6254166666667,"Acadia Aqua Farm"
"691",2021-11-07,54.46625,"Acadia Aqua Farm"
"692",2021-11-08,54.36375,"Acadia Aqua Farm"
"693",2021-11-09,54.3079166666667,"Acadia Aqua Farm"
"694",2021-11-10,54.1966666666667,"Acadia Aqua Farm"
"695",2021-11-11,53.9841666666667,"Acadia Aqua Farm"
"696",2021-11-12,53.8666666666667,"Acadia Aqua Farm"
"697",2021-11-13,53.6933333333333,"Acadia Aqua Farm"
"698",2021-11-14,53.4433333333333,"Acadia Aqua Farm"
"699",2021-11-15,53.3379166666667,"Acadia Aqua Farm"
"700",2021-11-16,52.9370833333333,"Acadia Aqua Farm"
"701",2021-11-17,52.82875,"Acadia Aqua Farm"
"702",2021-11-18,52.6116666666667,"Acadia Aqua Farm"
"703",2021-11-19,52.4054166666667,"Acadia Aqua Farm"
"704",2021-11-20,52.215,"Acadia Aqua Farm"
"705",2021-11-21,52.14625,"Acadia Aqua Farm"
"706",2021-11-22,51.7741666666667,"Acadia Aqua Farm"
"707",2021-11-23,51.3604166666667,"Acadia Aqua Farm"
"708",2021-11-24,51.1495833333333,"Acadia Aqua Farm"
"709",2021-11-25,50.6195833333333,"Acadia Aqua Farm"
"710",2021-11-26,50.26,"Acadia Aqua Farm"
"711",2021-11-27,49.90375,"Acadia Aqua Farm"
"712",2021-11-28,49.5766666666667,"Acadia Aqua Farm"
"713",2021-11-29,49.1575,"Acadia Aqua Farm"
"714",2021-11-30,48.6954166666667,"Acadia Aqua Farm"
"715",2021-12-01,48.25125,"Acadia Aqua Farm"
"716",2021-12-02,47.94875,"Acadia Aqua Farm"
"717",2021-12-03,47.8604166666667,"Acadia Aqua Farm"
"718",2021-12-04,47.7604166666667,"Acadia Aqua Farm"
"719",2021-12-05,47.2241666666667,"Acadia Aqua Farm"
"720",2021-12-06,46.8345833333333,"Acadia Aqua Farm"
"721",2021-12-07,46.89625,"Acadia Aqua Farm"
"722",2021-12-08,46.69625,"Acadia Aqua Farm"
"723",2021-12-09,46.1666666666667,"Acadia Aqua Farm"
"724",2021-12-10,45.985,"Acadia Aqua Farm"
"725",2021-12-11,45.5029166666667,"Acadia Aqua Farm"
"726",2021-12-12,45.9408333333333,"Acadia Aqua Farm"
"727",2021-12-13,45.8208333333333,"Acadia Aqua Farm"
"728",2021-12-14,45.665,"Acadia Aqua Farm"
"729",2021-12-15,45.6029166666667,"Acadia Aqua Farm"
"730",2021-12-16,45.3604166666667,"Acadia Aqua Farm"
"731",2021-12-17,45.3841666666667,"Acadia Aqua Farm"
"732",2021-12-18,45.2358333333333,"Acadia Aqua Farm"
"733",2021-12-19,45.1220833333333,"Acadia Aqua Farm"
"734",2021-12-20,44.8991666666667,"Acadia Aqua Farm"
"735",2021-12-21,44.6558333333333,"Acadia Aqua Farm"
"736",2021-12-22,44.6195833333333,"Acadia Aqua Farm"
"737",2021-12-23,44.54375,"Acadia Aqua Farm"
"738",2021-12-24,44.2591666666667,"Acadia Aqua Farm"
"739",2021-12-25,43.67625,"Acadia Aqua Farm"
"740",2021-12-26,43.4358333333333,"Acadia Aqua Farm"
"741",2021-12-27,43.14625,"Acadia Aqua Farm"
"742",2021-12-28,42.9795833333333,"Acadia Aqua Farm"
"743",2021-12-29,42.43625,"Acadia Aqua Farm"
"744",2021-12-30,42.5183333333333,"Acadia Aqua Farm"
"745",2021-12-31,42.79125,"Acadia Aqua Farm"
"746",2022-01-01,42.9645833333333,"Acadia Aqua Farm"
"747",2022-01-02,43.0625,"Acadia Aqua Farm"
"748",2022-01-03,43.0725,"Acadia Aqua Farm"
"749",2022-01-04,42.9641666666667,"Acadia Aqua Farm"
"750",2022-01-05,42.6095833333333,"Acadia Aqua Farm"
"751",2022-01-06,42.3116666666667,"Acadia Aqua Farm"
"752",2022-01-07,42.0579166666667,"Acadia Aqua Farm"
"753",2022-01-08,41.9933333333333,"Acadia Aqua Farm"
"754",2022-01-09,41.6595833333333,"Acadia Aqua Farm"
"755",2022-01-10,41.60625,"Acadia Aqua Farm"
"756",2022-01-11,41.3958333333333,"Acadia Aqua Farm"
"757",2022-01-12,41.00625,"Acadia Aqua Farm"
"758",2022-01-13,40.5004166666667,"Acadia Aqua Farm"
"759",2022-01-14,39.7233333333333,"Acadia Aqua Farm"
"760",2022-01-15,39.525,"Acadia Aqua Farm"
"761",2022-01-16,39.8158333333333,"Acadia Aqua Farm"
"762",2022-01-17,39.2975,"Acadia Aqua Farm"
"763",2022-01-18,38.3033333333333,"Acadia Aqua Farm"
"764",2022-01-19,38.59125,"Acadia Aqua Farm"
"765",2022-01-20,37.8316666666667,"Acadia Aqua Farm"
"766",2022-01-21,37.36875,"Acadia Aqua Farm"
"767",2022-01-22,37.1675,"Acadia Aqua Farm"
"768",2022-01-23,36.5975,"Acadia Aqua Farm"
"769",2022-01-24,36.1745833333333,"Acadia Aqua Farm"
"770",2022-01-25,36.0391666666667,"Acadia Aqua Farm"
"771",2022-01-26,35.8729166666667,"Acadia Aqua Farm"
"772",2022-01-27,36.0029166666667,"Acadia Aqua Farm"
"773",2022-01-28,35.5291666666667,"Acadia Aqua Farm"
"774",2022-01-29,35.0204166666667,"Acadia Aqua Farm"
"775",2022-01-30,35.1558333333333,"Acadia Aqua Farm"
"776",2022-01-31,35.0483333333333,"Acadia Aqua Farm"
"777",2022-02-01,34.3983333333333,"Acadia Aqua Farm"
"778",2022-02-02,34.4358333333333,"Acadia Aqua Farm"
"779",2022-02-03,34.42875,"Acadia Aqua Farm"
"780",2022-02-04,34.0516666666667,"Acadia Aqua Farm"
"781",2022-02-05,33.6670833333333,"Acadia Aqua Farm"
"782",2022-02-06,33.7908333333333,"Acadia Aqua Farm"
"783",2022-02-07,33.8625,"Acadia Aqua Farm"
"784",2022-02-08,34.0425,"Acadia Aqua Farm"
"785",2022-02-09,33.93625,"Acadia Aqua Farm"
"786",2022-02-10,34.4516666666667,"Acadia Aqua Farm"
"787",2022-02-11,35.1633333333333,"Acadia Aqua Farm"
"788",2022-02-12,35.1275,"Acadia Aqua Farm"
"789",2022-02-13,34.9670833333333,"Acadia Aqua Farm"
"790",2022-02-14,34.5695833333333,"Acadia Aqua Farm"
"791",2022-02-15,34.02375,"Acadia Aqua Farm"
"792",2022-02-16,33.9775,"Acadia Aqua Farm"
"793",2022-02-17,34.6829166666667,"Acadia Aqua Farm"
"794",2022-02-18,35.3145833333333,"Acadia Aqua Farm"
"795",2022-02-19,35.2825,"Acadia Aqua Farm"
"796",2022-02-20,35.0858333333333,"Acadia Aqua Farm"
"797",2022-02-21,35.26875,"Acadia Aqua Farm"
"798",2022-02-22,35.3058333333333,"Acadia Aqua Farm"
"799",2022-02-23,35.71875,"Acadia Aqua Farm"
"800",2022-02-24,36.0033333333333,"Acadia Aqua Farm"
"801",2022-02-25,35.9433333333333,"Acadia Aqua Farm"
"802",2022-02-26,35.65,"Acadia Aqua Farm"
"803",2022-02-27,36.21625,"Acadia Aqua Farm"
"804",2022-02-28,36.0725,"Acadia Aqua Farm"
"805",2022-03-01,36.0941666666667,"Acadia Aqua Farm"
"806",2022-03-02,36.0675,"Acadia Aqua Farm"
"807",2022-03-03,36.1379166666667,"Acadia Aqua Farm"
"808",2022-03-04,35.91875,"Acadia Aqua Farm"
"809",2022-03-05,35.75625,"Acadia Aqua Farm"
"810",2022-03-06,35.8245833333333,"Acadia Aqua Farm"
"811",2022-03-07,36.03875,"Acadia Aqua Farm"
"812",2022-03-08,36.26875,"Acadia Aqua Farm"
"813",2022-03-09,36.37625,"Acadia Aqua Farm"
"814",2022-03-10,36.43375,"Acadia Aqua Farm"
"815",2022-03-11,36.5,"Acadia Aqua Farm"
"816",2022-03-12,36.5516666666667,"Acadia Aqua Farm"
"817",2022-03-13,36.7529166666667,"Acadia Aqua Farm"
"818",2022-03-14,36.7916666666667,"Acadia Aqua Farm"
"819",2022-03-15,36.9516666666667,"Acadia Aqua Farm"
"820",2022-03-16,36.9775,"Acadia Aqua Farm"
"821",2022-03-17,37.00875,"Acadia Aqua Farm"
"822",2022-03-18,37.23125,"Acadia Aqua Farm"
"823",2022-03-19,37.8391666666667,"Acadia Aqua Farm"
"824",2022-03-20,38.3625,"Acadia Aqua Farm"
"825",2022-03-21,38.1645833333333,"Acadia Aqua Farm"
"826",2022-03-22,38.3945833333333,"Acadia Aqua Farm"
"827",2022-03-23,38.2766666666667,"Acadia Aqua Farm"
"828",2022-03-24,38.4833333333333,"Acadia Aqua Farm"
"829",2022-03-25,38.5854166666667,"Acadia Aqua Farm"
"830",2022-03-26,38.63125,"Acadia Aqua Farm"
"831",2022-03-27,38.70375,"Acadia Aqua Farm"
"832",2022-03-28,38.81875,"Acadia Aqua Farm"
"833",2022-03-29,38.705,"Acadia Aqua Farm"
"834",2022-03-30,38.6604166666667,"Acadia Aqua Farm"
"835",2022-03-31,38.7816666666667,"Acadia Aqua Farm"
"836",2022-04-01,39.00875,"Acadia Aqua Farm"
"837",2022-04-02,39.2583333333333,"Acadia Aqua Farm"
"838",2022-04-03,39.4041666666667,"Acadia Aqua Farm"
"839",2022-04-04,39.7158333333333,"Acadia Aqua Farm"
"840",2022-04-05,39.8508333333333,"Acadia Aqua Farm"
"841",2022-04-06,39.8608333333333,"Acadia Aqua Farm"
"842",2022-04-07,40.0070833333333,"Acadia Aqua Farm"
"843",2022-04-08,40.5079166666667,"Acadia Aqua Farm"
"844",2022-04-09,40.69,"Acadia Aqua Farm"
"845",2022-04-10,40.6070833333333,"Acadia Aqua Farm"
"846",2022-04-11,40.5829166666667,"Acadia Aqua Farm"
"847",2022-04-12,40.5916666666667,"Acadia Aqua Farm"
"848",2022-04-13,40.7254166666667,"Acadia Aqua Farm"
"849",2022-04-14,41.0583333333333,"Acadia Aqua Farm"
"850",2022-04-15,41.76125,"Acadia Aqua Farm"
"851",2022-04-16,41.45,"Acadia Aqua Farm"
"852",2022-04-17,42.29125,"Acadia Aqua Farm"
"853",2022-04-18,42.1558333333333,"Acadia Aqua Farm"
"854",2022-04-19,42.63125,"Acadia Aqua Farm"
"855",2022-04-20,42.68125,"Acadia Aqua Farm"
"856",2022-04-21,42.44375,"Acadia Aqua Farm"
"857",2022-04-22,42.7408333333333,"Acadia Aqua Farm"
"858",2022-04-23,42.8141666666667,"Acadia Aqua Farm"
"859",2022-04-24,42.8804166666667,"Acadia Aqua Farm"
"860",2022-04-25,42.8845833333333,"Acadia Aqua Farm"
"861",2022-04-26,43.08,"Acadia Aqua Farm"
"862",2022-04-27,43.4191666666667,"Acadia Aqua Farm"
"863",2022-04-28,43.80375,"Acadia Aqua Farm"
"864",2022-04-29,43.59875,"Acadia Aqua Farm"
"865",2022-04-30,43.6470833333333,"Acadia Aqua Farm"
"866",2022-05-01,43.8475,"Acadia Aqua Farm"
"867",2022-05-02,43.8395833333333,"Acadia Aqua Farm"
"868",2022-05-03,43.99,"Acadia Aqua Farm"
"869",2022-05-04,44.0995833333333,"Acadia Aqua Farm"
"870",2022-05-05,44.03,"Acadia Aqua Farm"
"871",2022-05-06,43.95,"Acadia Aqua Farm"
"872",2022-05-07,44.3279166666667,"Acadia Aqua Farm"
"873",2022-05-08,44.4179166666667,"Acadia Aqua Farm"
"874",2022-05-09,44.7520833333333,"Acadia Aqua Farm"
"875",2022-05-10,45.0995833333333,"Acadia Aqua Farm"
"876",2022-05-11,45.51375,"Acadia Aqua Farm"
"877",2022-05-12,46.3055555555556,"Acadia Aqua Farm"
"878",2022-02-11,35.9785714285714,"Vertical Bay Farm"
"879",2022-02-12,36.3125,"Vertical Bay Farm"
"880",2022-02-13,35.7566666666667,"Vertical Bay Farm"
"881",2022-02-14,35.13375,"Vertical Bay Farm"
"882",2022-02-15,35.1025,"Vertical Bay Farm"
"883",2022-02-16,35.2429166666667,"Vertical Bay Farm"
"884",2022-02-17,35.5391666666667,"Vertical Bay Farm"
"885",2022-02-18,35.835,"Vertical Bay Farm"
"886",2022-02-19,35.6425,"Vertical Bay Farm"
"887",2022-02-20,35.3616666666667,"Vertical Bay Farm"
"888",2022-02-21,35.43,"Vertical Bay Farm"
"889",2022-02-22,35.52,"Vertical Bay Farm"
"890",2022-02-23,36.09875,"Vertical Bay Farm"
"891",2022-02-24,35.9695833333333,"Vertical Bay Farm"
"892",2022-02-25,35.585,"Vertical Bay Farm"
"893",2022-02-26,35.395,"Vertical Bay Farm"
"894",2022-02-27,35.23125,"Vertical Bay Farm"
"895",2022-02-28,35.2479166666667,"Vertical Bay Farm"
"896",2022-03-01,35.2470833333333,"Vertical Bay Farm"
"897",2022-03-02,35.28625,"Vertical Bay Farm"
"898",2022-03-03,35.4795833333333,"Vertical Bay Farm"
"899",2022-03-04,35.63875,"Vertical Bay Farm"
"900",2022-03-05,35.5604166666667,"Vertical Bay Farm"
"901",2022-03-06,35.5641666666667,"Vertical Bay Farm"
"902",2022-03-07,35.8166666666667,"Vertical Bay Farm"
"903",2022-03-08,36.09375,"Vertical Bay Farm"
"904",2022-03-09,35.9020833333333,"Vertical Bay Farm"
"905",2022-03-10,36.2616666666667,"Vertical Bay Farm"
"906",2022-03-11,36.6125,"Vertical Bay Farm"
"907",2022-03-12,36.8391666666667,"Vertical Bay Farm"
"908",2022-03-13,36.7904166666667,"Vertical Bay Farm"
"909",2022-03-14,36.6483333333333,"Vertical Bay Farm"
"910",2022-03-15,36.8316666666667,"Vertical Bay Farm"
"911",2022-03-16,37.2708333333333,"Vertical Bay Farm"
"912",2022-03-17,37.3108333333333,"Vertical Bay Farm"
"913",2022-03-18,37.5175,"Vertical Bay Farm"
"914",2022-03-19,37.8058333333333,"Vertical Bay Farm"
"915",2022-03-20,37.85375,"Vertical Bay Farm"
"916",2022-03-21,37.9454166666667,"Vertical Bay Farm"
"917",2022-03-22,37.8458333333333,"Vertical Bay Farm"
"918",2022-03-23,37.7708333333333,"Vertical Bay Farm"
"919",2022-03-24,37.9529166666667,"Vertical Bay Farm"
